taxon,mass_g,source_mass,n,kingdom,phylum,class,order,family,genus,species,confidence,form,subspecies,variety
Corallus_cookii,1626.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Boidae,Corallus,Corallus cookii,99,,,
Corallus_cropanii,2113.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Boidae,Corallus,Corallus cropanii,99,,,
Corallus_enhydris,802.0,Makarieva_2008,1.0,Animalia,Chordata,Squamata,,Boidae,Corallus,Corallus hortulana,98,,,
Corallus_grenadensis,2590.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Boidae,Corallus,Corallus grenadensis,99,,,
Corallus_hortulanus,3922.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Boidae,Corallus,Corallus hortulana,96,,,
Corallus_ruschenbergerii,6584.0,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Boidae,Corallus,Corallus ruschenbergerii,99,,,
Corapipo_altera,11.8,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Pipridae,Corapipo,Corapipo altera,99,,,
Corapipo_gutturalis,8.2,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Pipridae,Corapipo,Corapipo gutturalis,99,,,
Corapipo_leucorrhoa,11.65,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Pipridae,Corapipo,Corapipo leucorrhoa,99,,,
Corbicula_fluminea,0.5358,Brown_etal_2018,1.0,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,Corbicula fluminea,99,,,
Corcorax_melanorhamphos,364.0,AnAge; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Corcoracidae,Corcorax,Corcorax melanoramphos,96,,,
Corcyra_cephalonica,0.00762,DeLong_etal_2018,1.0,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Corcyra,Corcyra cephalonica,99,,,
Cordia_alliodora,620000.0,Brown_etal_2018,1.0,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Cordiaceae,Cordia,Cordia alliodora,97,,,
Cordulegaster_boltonii,0.006855,Brose_etal_2018,1.0,Animalia,Arthropoda,Insecta,Odonata,Cordulegastridae,Cordulegaster,Cordulegaster boltonii,99,,,
Cordylophora_caspia,0.6355,Brose_etal_2018,1.0,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Cordylophoridae,Cordylophora,Cordylophora caspia,99,,,
Cordylosaurus_subtessellatus,3.878,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Gerrhosauridae,Cordylosaurus,Cordylosaurus subtessellatus,99,,,
Cordylus_angolensis,13.84,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Cordylidae,Cordylus,Cordylus angolensis,99,,,
Cordylus_aridus,6.254,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Cordylidae,Cordylus,Cordylus aridus,99,,,
Cordylus_beraduccii,11.08,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Cordylidae,Cordylus,Cordylus beraduccii,99,,,
Cordylus_cloetei,7.305,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Cordylidae,Cordylus,Cordylus cloetei,99,,,
Cordylus_cordylus,26.99,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Cordylidae,Cordylus,Cordylus cordylus,99,,,
Cordylus_imkeae,6.78,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Cordylidae,Cordylus,Cordylus imkeae,99,,,
Cordylus_jonesii,20.0,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Cordylidae,Cordylus,Cordylus jonesii,99,,,
Cordylus_machadoi,18.0,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Cordylidae,Cordylus,Cordylus machadoi,99,,,
Cordylus_macropholis,10.58,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Cordylidae,Cordylus,Cordylus macropholis,99,,,
Cordylus_marunguensis,21.6,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Cordylidae,Cordylus,Cordylus marunguensis,99,,,
Cordylus_mclachlani,8.709,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Cordylidae,Cordylus,Cordylus mclachlani,99,,,
Cordylus_meculae,21.6,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Cordylidae,Cordylus,Cordylus meculae,99,,,
Cordylus_minor,8.299,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Cordylidae,Cordylus,Cordylus minor,99,,,
Cordylus_namakuiyus,28.06,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Cordylidae,Cordylus,Cordylus namakuiyus,99,,,
Cordylus_niger,20.0,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Cordylidae,Cordylus,Cordylus niger,99,,,
Cordylus_nyikae,22.42,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Cordylidae,Cordylus,Cordylus nyikae,99,,,
Cordylus_oelofseni,7.111,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Cordylidae,Cordylus,Cordylus oelofseni,99,,,
Cordylus_rhodesianus,19.22,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Cordylidae,Cordylus,Cordylus rhodesianus,99,,,
Cordylus_rivae,32.12,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Cordylidae,Cordylus,Cordylus rivae,99,,,
Cordylus_tropidosternum,34.4,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Cordylidae,Cordylus,Cordylus tropidosternum,99,,,
Cordylus_ukingensis,13.26,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Cordylidae,Cordylus,Cordylus ukingensis,99,,,
Cordylus_vittifer,22.42,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Cordylidae,Cordylus,Cordylus vittifer,99,,,
Coregonus_albula,406.7,AnAge; DeLong_etal_2018; fishbase,3.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus albula,99,,,
Coregonus_artedi,2766.0,AnAge; Cai_etal_2025; Quaardvark,3.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus artedi,99,,,
Coregonus_artedii,320.0,Brose_etal_2018,1.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus artedi,95,,,
Coregonus_autumnalis,825.6,Castro_2025; fishbase; Makarieva_2008,3.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus autumnalis,99,,,
Coregonus_baicalensis,2544.0,Cai_etal_2025,1.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus baicalensis,99,,,
Coregonus_clupeaformis,5901.0,AnAge; Brose_etal_2018; Brown_etal_2018; Cai_etal_2025; fishbase; Quaardvark,6.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus clupeaformis,99,,,
Coregonus_clupeoides,1360.0,fishbase,1.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus clupeoides,99,,,
Coregonus_fera,0.11,Castro_2025; Makarieva_2008,2.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus fera,99,,,
Coregonus_fontanae,4.55,DeLong_etal_2018,1.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus fontanae,99,,,
Coregonus_holsatus,1940.0,fishbase,1.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus holsata,96,,,
Coregonus_hoyi,192.7,DeLong_etal_2018; fishbase; Quaardvark,3.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus hoyi,97,,,
Coregonus_kiyi,100.0,Quaardvark,1.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus kiyi,99,,,
Coregonus_lavaretus,4578.0,Cai_etal_2025; fishbase,2.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus lavaretus,99,,,
Coregonus_maraena,7080.0,fishbase,1.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus maraena,99,,,
Coregonus_muksun,6795.0,AnAge; fishbase,2.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus muksun,99,,,
Coregonus_nasus,6875.0,AnAge; Cai_etal_2025; fishbase,3.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus nasus,99,,,
Coregonus_oxyrinchus,2098.0,fishbase,1.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus oxyrinchus,99,,,
Coregonus_peled,2000.0,fishbase,1.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus peled,99,,,
Coregonus_pidschian,1372.0,fishbase,1.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus pidschian,99,,,
Coregonus_pollan,247.5,AnAge,1.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus pollan,99,,,
Coregonus_reighardi,296.5,AnAge,1.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus reighardi,99,,,
Coregonus_sardinella,271.1,AnAge; Castro_2025; Makarieva_2008,3.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus sardinella,99,,,
Coregonus_stigmaticus,950.0,fishbase,1.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus stigmaticus,99,,,
Coregonus_tugun,35.0,fishbase,1.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus tugun,99,,,
Coregonus_ussuriensis,702.8,Wang_2022,,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus ussuriensis,99,,,
Coregonus_wartmanni,3854.0,fishbase,1.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus wartmanni,99,,,
Coregonus_zenithicus,300.0,Quaardvark,1.0,Animalia,Chordata,,Salmoniformes,Salmonidae,Coregonus,Coregonus zenithicus,99,,,
Coreius_guichenoti,1242.0,Cai_etal_2025; Killen_etal_2016,2.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Coreius,Coreius guichenoti,99,,,
Coreius_heterodon,1275.0,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Coreius,Coreius heterodon,99,,,
Corella_eumyota,5.6,Brose_etal_2018,1.0,Animalia,Chordata,Ascidiacea,Phlebobranchia,Corellidae,Corella,Corella eumyota,99,,,
Coreobagrus_brevicorpus,5.8,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Bagridae,Coreobagrus,Coreobagrus brevicorpus,99,,,
Coreoleuciscus_aeruginos,24.05,fishbase,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Coreoleuciscus,Coreoleuciscus aeruginos,99,,,
Coreoleuciscus_splendidus,30.2,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cyprinidae,Coreoleuciscus,Coreoleuciscus splendidus,99,,,
Coreoperca_herzi,69.85,Cai_etal_2025; fishbase,2.0,Animalia,Chordata,,Perciformes,Percichthyidae,Coreoperca,Coreoperca herzi,99,,,
Coreoperca_kawamebari,16.1,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Percichthyidae,Coreoperca,Coreoperca kawamebari,99,,,
Coreoperca_loona,20.9,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Percichthyidae,Coreoperca,Coreoperca loona,99,,,
Coreoperca_whiteheadi,247.5,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Percichthyidae,Coreoperca,Coreoperca whiteheadi,99,,,
Corethron_criophilum,4.01e-12,Brose_etal_2018,1.0,Chromista,Ochrophyta,Bacillariophyceae,Corethrales,Corethraceae,Corethron,Corethron criophilum,98,,,
Corixa_dentipes,0.9669,Brose_etal_2018,1.0,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Corixa,Corixa dentipes,99,,,
Corixa_punctata,0.9278,Brose_etal_2018,1.0,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Corixa,Corixa punctata,99,,,
Cormobates_leucophaea,22.57,Cai_etal_2025; Castro_2025; Wilman_etal_2014,3.0,Animalia,Chordata,Aves,Passeriformes,Climacteridae,Cormobates,Cormobates leucophaea,99,,,
Cormobates_leucophaeus,22.6,Lislevand_etal_2007,1.0,Animalia,Chordata,Aves,Passeriformes,Climacteridae,Cormobates,Cormobates leucophaea,96,,,
Cormobates_placens,22.4,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Climacteridae,Cormobates,Cormobates placens,99,,,
Cormura_brevirostris,9.188,Faurby_etal_2018; Smith_2003,2.0,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Cormura,Cormura brevirostris,99,,,
Cornus_ruficollis,660.0,Makarieva_2008,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus ruficollis,85,,,
Coronelaps_lepidus,29.1,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Colubridae,Coronelaps,Coronelaps lepidus,99,,,
Coronella_austriaca,53.25,Brose_etal_2018; Feldman_etal_2016,2.0,,,,,,,,,,,
Coronella_brachyura,25.1,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Colubridae,Coronella,Coronella brachyura,99,,,
Coronella_girondica,66.5,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Colubridae,Coronella,Coronella girondica,99,,,
Corophium_bonnellii,0.001438,Brose_etal_2018,1.0,Animalia,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Crassicorophium,Crassicorophium bonellii,96,,,
Corophium_crassicorne,0.001438,Brose_etal_2018,1.0,Animalia,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Crassicorophium,Crassicorophium crassicorne,98,,,
Corophium_sextonae,0.0009437,Brose_etal_2018,1.0,Animalia,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Corophium,Corophium sextonae,97,,,
Corophium_tuberculatum,0.001177,Brose_etal_2018,1.0,Animalia,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Monocorophium,Monocorophium tuberculatum,98,,,
Corophium_volutator,0.009091,Brose_etal_2018,1.0,Animalia,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Corophium,Corophium volutator,99,,,
Correlophus_belepensis,20.22,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Diplodactylidae,Correlophus,Correlophus belepensis,99,,,
Correlophus_ciliatus,45.52,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Diplodactylidae,Correlophus,Correlophus ciliatus,99,,,
Correlophus_sarasinorum,51.1,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Diplodactylidae,Correlophus,Correlophus sarasinorum,99,,,
Corucia_zebrata,1230.0,Feldman_etal_2016; Meiri_2018,2.0,Animalia,Chordata,Squamata,,Scincidae,Corucia,Corucia zebrata,99,,,
Corvinella_corvina,65.4,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Laniidae,Corvinella,Corvinella corvina,99,,,
Corvus_albicollis,918.0,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus albicollis,99,,,
Corvus_albus,530.9,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus albus,99,,,
Corvus_bennetti,389.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus bennetti,99,,,
Corvus_brachyrhynchos,393.4,AnAge; Brose_etal_2018; Brown_etal_2018; Cai_etal_2025; Lislevand_etal_2007; Makarieva_2008; Quaardvark; Wilman_etal_2014,8.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus brachyrhynchos,99,,,
Corvus_capensis,552.0,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus capensis,99,,,
Corvus_caurinus,311.9,AnAge; Brown_etal_2018; Lislevand_etal_2007; Quaardvark; Wilman_etal_2014,5.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus caurinus,99,,,
Corvus_corax,988.8,AnAge; Brown_etal_2018; Cai_etal_2025; Lislevand_etal_2007; Makarieva_2008; Quaardvark; Wilman_etal_2014,7.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus corax,99,,,
Corvus_corone,601.2,AnAge; Brose_etal_2018; Cai_etal_2025; Lislevand_etal_2007; Makarieva_2008; Wilman_etal_2014,6.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus corone,99,,,
Corvus_coronoides,640.9,AnAge; Cai_etal_2025; Lislevand_etal_2007; Wilman_etal_2014,4.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus coronoides,99,,,
Corvus_crassirostris,1135.0,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus crassirostris,99,,,
Corvus_cryptoleucus,474.9,AnAge; Brown_etal_2018; Cai_etal_2025; Lislevand_etal_2007; Wilman_etal_2014,5.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus cryptoleucus,99,,,
Corvus_dauuricus,206.2,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Coloeus,Coloeus dauuricus,98,,,
Corvus_edithae,524.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus edithae,99,,,
Corvus_enca,251.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus enca,99,,,
Corvus_florensis,501.9,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus florensis,99,,,
Corvus_frugilegus,434.0,AnAge; Brose_etal_2018; Cai_etal_2025; DeLong_etal_2018; Lislevand_etal_2007; Makarieva_2008; Quaardvark; Wilman_etal_2014,8.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus frugilegus,99,,,
Corvus_fuscicapillus,501.9,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus fuscicapillus,99,,,
Corvus_hawaiiensis,519.4,AnAge; Cai_etal_2025; Lislevand_etal_2007; Wilman_etal_2014,4.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus hawaiiensis,99,,,
Corvus_imparatus,221.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus imparatus,99,,,
Corvus_jamaicensis,338.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus jamaicensis,99,,,
Corvus_kubaryi,249.9,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus kubaryi,99,,,
Corvus_leucognaphalus,501.9,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus leucognaphalus,99,,,
Corvus_levaillantii,513.1,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus levaillantii,99,,,
Corvus_macrorhynchos,513.1,Cai_etal_2025; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus macrorhynchos,99,,,
Corvus_meeki,501.9,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus meeki,99,,,
Corvus_mellori,380.2,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus mellori,99,,,
Corvus_minutus,287.8,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus minutus,99,,,
Corvus_monedula,235.2,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Coloeus,Coloeus monedula,98,,,
Corvus_moneduloides,277.4,Cai_etal_2025; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus moneduloides,99,,,
Corvus_nasicus,401.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus nasicus,99,,,
Corvus_orru,508.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus orru,99,,,
Corvus_ossifragus,264.7,AnAge; Brown_etal_2018; Lislevand_etal_2007; Wilman_etal_2014,4.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus ossifragus,99,,,
Corvus_palmarum,289.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus palmarum,99,,,
Corvus_rhipidurus,628.6,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus rhipidurus,99,,,
Corvus_ruficollis,657.4,Lislevand_etal_2007; Wilman_etal_2014,2.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus ruficollis,99,,,
Corvus_sinaloae,244.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus sinaloae,99,,,
Corvus_splendens,292.5,Cai_etal_2025; Lislevand_etal_2007; Wilman_etal_2014,3.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus splendens,99,,,
Corvus_tasmanicus,676.3,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus tasmanicus,99,,,
Corvus_torquatus,470.5,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus torquatus,99,,,
Corvus_tristis,635.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus tristis,99,,,
Corvus_typicus,501.9,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus typicus,99,,,
Corvus_unicolor,501.9,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus unicolor,99,,,
Corvus_validus,501.9,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus validus,99,,,
Corvus_woodfordi,467.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus woodfordi,99,,,
Corycaeus_amazonicus,4.01e-05,Brose_etal_2018,1.0,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus,Ditrichocorycaeus amazonicus,98,,,
Corycaeus_speciosus,4.01e-05,Brose_etal_2018,1.0,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Corycaeus,Corycaeus speciosus,99,,,
Corycaeus_typicus,5.15e-05,Makarieva_2008,1.0,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Agetus,Agetus typicus,98,,,
Corycaeus_venustus,4.01e-05,Brose_etal_2018,1.0,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Corycaeus,Corycaeus crassiusculus,98,,,
Corydalis_cornutus,0.326,Makarieva_2008,1.0,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Corydalis,Corydalis cornuta,96,,,
Corydalus_cornutus,0.01,Short_2018,,Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,Corydalus,Corydalus cornutus,99,,,
Corydon_sumatranus,140.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Eurylaimidae,Corydon,Corydon sumatranus,99,,,
Corydoras_aeneus,10.15,fishbase; Froese_2014,,Animalia,Chordata,,Siluriformes,Callichthyidae,Corydoras,Corydoras aeneus,99,,,
Corydoras_agassizii,2.4,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Callichthyidae,Corydoras,Corydoras agassizii,99,,,
Corydoras_arcuatus,0.6,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Callichthyidae,Corydoras,Corydoras arcuatus,99,,,
Corydoras_duplicareus,0.6,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Callichthyidae,Corydoras,Corydoras duplicareus,99,,,
Corydoras_multiradiatus,5.1,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Callichthyidae,Brochis,Brochis multiradiatus,98,,,
Corydoras_nattereri,2.6,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Callichthyidae,Corydoras,Corydoras nattereri,99,,,
Corydoras_panda,0.5,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Callichthyidae,Corydoras,Corydoras panda,99,,,
Corydoras_rabauti,2.5,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Callichthyidae,Corydoras,Corydoras rabauti,99,,,
Corydoras_sterbai,6.4,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Callichthyidae,Corydoras,Corydoras sterbai,99,,,
Corynactis_viridis,0.01183,Brose_etal_2018,1.0,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Corallimorphidae,Corynactis,Corynactis viridis,99,,,
Corynebacterium_glutamicum,6.19e-13,DeLong_etal_2010,1.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium glutamicum,99,,,
Corynopoma_riisei,4.693,fishbase; Froese_2014,,Animalia,Chordata,,Characiformes,Characidae,Corynopoma,Corynopoma riisei,99,,,
Corynorhinus_mexicanus,7.7,Faurby_etal_2018; Smith_2003,2.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Corynorhinus,Corynorhinus mexicanus,99,,,
Corynorhinus_rafinesquii,9.345,Cai_etal_2025; Faurby_etal_2018; Quaardvark; Smith_2003,4.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Corynorhinus,Corynorhinus rafinesquii,99,,,
Corynorhinus_townsendii,9.607,Faurby_etal_2018; Quaardvark; Smith_2003,3.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Corynorhinus,Corynorhinus townsendii,99,,,
Coryphaena_equiselis,6061.0,Cai_etal_2025; Makarieva_2008,2.0,Animalia,Chordata,,Perciformes,Coryphaenidae,Coryphaena,Coryphaena equiselis,99,,,
Coryphaena_hippurus,6250.0,Varghese_2014,,Animalia,Chordata,,Perciformes,Coryphaenidae,Coryphaena,Coryphaena hippurus,99,,,
Coryphaennoides_acrolepis,450.0,Brown_etal_2018,1.0,Animalia,Chordata,,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides acrolepis,85,,,
Coryphaenoides_armatus,974.4,Castro_2025; Makarieva_2008,2.0,Animalia,Chordata,,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides armatus,99,,,
Coryphaenoides_cinereus,500.0,fishbase,1.0,Animalia,Chordata,,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides cinereus,99,,,
