taxon,mass_g,source_mass,n,kingdom,phylum,class,order,family,genus,species,confidence,subspecies,form
Karusasaurus_polyzonus,44.19,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Cordylidae,Karusasaurus,Karusasaurus polyzonus,99,,
Kassina_arboricola,4.372,rdataretriever-vertnet-amphibians,1.0,Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Kassina,Kassina arboricola,99,,
Kassina_fusca,3.896,rdataretriever-vertnet-amphibians,1.0,Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Kassina,Kassina fusca,99,,
Kassina_senegalensis,2.634,rdataretriever-vertnet-amphibians,1.0,Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Kassina,Kassina senegalensis,99,,
Katria_katria,25.4,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Cichlidae,Katria,Katria katria,99,,
Katsuwonus_pelamis,5360.0,Varghese_2014,,Animalia,Chordata,,Perciformes,Scombridae,Katsuwonus,Katsuwonus pelamis,99,,
Kaupichthys_hyoproroides,33.8,Cai_etal_2025,1.0,Animalia,Chordata,,Anguilliformes,Chlopsidae,Kaupichthys,Kaupichthys hyoproroides,99,,
Kaupifalco_monogrammicus,272.8,Wilman_etal_2014-AnAge-rdataretriever-bird-size_rdataretriever-amniote-life-hist,4.0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Kaupifalco,Kaupifalco monogrammicus,99,,
Kelicottia_bostoniensis,2e-08,rdataretriever-predator-prey-body-ratio,1.0,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Kellicottia bostoniensis,85,,
Kelicottia_longispina,4.5e-08,rdataretriever-predator-prey-body-ratio,1.0,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Kellicottia longispina,85,,
Kellicottia_sp.,2e-08,rdataretriever-predator-prey-body-ratio,1.0,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,,94,,
Kenopia_striata,19.9,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Kenopia,Kenopia striata,99,,
Kentrocapros_aculeatus,45.0,Cai_etal_2025,1.0,Animalia,Chordata,,Tetraodontiformes,Aracanidae,Kentrocapros,Kentrocapros aculeatus,99,,
Kentropyx_altamazonica,37.62,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Teiidae,Kentropyx,Kentropyx altamazonica,99,,
Kentropyx_borckiana,30.68,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Teiidae,Kentropyx,Kentropyx borckiana,99,,
Kentropyx_calcarata,43.28,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Teiidae,Kentropyx,Kentropyx calcarata,99,,
Kentropyx_lagartija,19.29,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Teiidae,Kentropyx,Kentropyx lagartija,99,,
Kentropyx_paulensis,13.19,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Teiidae,Kentropyx,Kentropyx paulensis,99,,
Kentropyx_pelviceps,56.85,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Teiidae,Kentropyx,Kentropyx pelviceps,99,,
Kentropyx_striata,47.76,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Teiidae,Kentropyx,Kentropyx striata,99,,
Kentropyx_vanzoi,13.24,Meiri_2018-Feldman_etal_2016-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Squamata,,Teiidae,Kentropyx,Kentropyx vanzoi,99,,
Kentropyx_viridistriga,36.69,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Teiidae,Kentropyx,Kentropyx viridistriga,99,,
Keratella_cochlearis,1.375e-08,Brown_etal_2018-rdataretriever-predator-prey-body-ratio,2.0,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Keratella cochlearis,99,,
Keratella_testudo,1.225e-08,rdataretriever-predator-prey-body-ratio,1.0,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Keratella testudo,99,,
Kerivoula_africana,9.35,Faurby_etal_2018-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula africana,99,,
Kerivoula_agnella,9.25,Faurby_etal_2018-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula agnella,99,,
Kerivoula_argentata,10.04,Smith_2003-Faurby_etal_2018-rdataretriever-pantheria_rdataretriever-amniote-life-hist,4.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula argentata,99,,
Kerivoula_cuprosa,6.955,Faurby_etal_2018-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula cuprosa,99,,
Kerivoula_eriophora,4.8,Faurby_etal_2018-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula eriophora,99,,
Kerivoula_flora,5.861,Smith_2003-Faurby_etal_2018-rdataretriever-pantheria_rdataretriever-amniote-life-hist,4.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula flora,99,,
Kerivoula_hardwickei,4.53,Smith_2003,1.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula hardwickii,96,,
Kerivoula_hardwickii,4.467,Smith_2003-Faurby_etal_2018-rdataretriever-pantheria_rdataretriever-amniote-life-hist,4.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula hardwickii,99,,
Kerivoula_intermedia,3.61,Smith_2003-Faurby_etal_2018-rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula intermedia,99,,
Kerivoula_kachinensis,4.8,Faurby_etal_2018,1.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula kachinensis,99,,
Kerivoula_krauensis,3.0,Faurby_etal_2018,1.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula krauensis,99,,
Kerivoula_lanosa,6.665,Smith_2003-Faurby_etal_2018-Quaardvark-rdataretriever-pantheria_rdataretriever-amniote-life-hist,5.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula lanosa,99,,
Kerivoula_lenis,8.505,Faurby_etal_2018-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula lenis,99,,
Kerivoula_minuta,2.065,Smith_2003-Faurby_etal_2018-rdataretriever-pantheria_rdataretriever-amniote-life-hist,4.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula minuta,99,,
Kerivoula_musci,5.15,Smith_2003,1.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula muscina,91,,
Kerivoula_muscina,5.245,Faurby_etal_2018-rdataretriever-pantheria_rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula muscina,99,,
Kerivoula_myrella,9.25,Faurby_etal_2018-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula myrella,99,,
Kerivoula_papillosa,9.935,Smith_2003-Faurby_etal_2018-rdataretriever-pantheria_rdataretriever-amniote-life-hist,4.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula papillosa,99,,
Kerivoula_pellucida,4.122,Smith_2003-Faurby_etal_2018-rdataretriever-pantheria_rdataretriever-amniote-life-hist,4.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula pellucida,99,,
Kerivoula_phalae,3.0,Smith_2003,1.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,,92,,
Kerivoula_phalaena,3.015,Faurby_etal_2018-rdataretriever-pantheria_rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula phalaena,99,,
Kerivoula_picta,4.5,Smith_2003-Faurby_etal_2018-Quaardvark-rdataretriever-pantheria_rdataretriever-amniote-life-hist,5.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula picta,99,,
Kerivoula_smithii,9.48,Faurby_etal_2018-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula smithii,99,,
Kerivoula_titania,4.6,Faurby_etal_2018,1.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula titania,99,,
Kerivoula_whiteheadi,3.693,Smith_2003-Faurby_etal_2018-rdataretriever-pantheria_rdataretriever-amniote-life-hist,4.0,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,Kerivoula whiteheadi,99,,
Kerodon_acrobata,1305.0,Faurby_etal_2018,1.0,Animalia,Chordata,Mammalia,Rodentia,Caviidae,Kerodon,Kerodon acrobata,99,,
Kerodon_rupestris,844.7,Smith_2003-Faurby_etal_2018-Quaardvark-AnAge-rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist,7.0,Animalia,Chordata,Mammalia,Rodentia,Caviidae,Kerodon,Kerodon rupestris,99,,
Ketupa_blakistoni,937.5,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,Bubo blakistoni,98,,
Ketupa_flavipes,2315.0,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Strigiformes,Strigidae,Ketupa,Ketupa flavipes,99,,
Ketupa_ketupu,1361.0,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Strigiformes,Strigidae,Ketupa,Ketupa ketupu,99,,
Ketupa_zeylonensis,1105.0,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Strigiformes,Strigidae,Ketupa,Ketupa zeylonensis,99,,
Kichulchoia_brevifasciata,1.2,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cobitidae,Kichulchoia,Kichulchoia brevifasciata,99,,
Kichulchoia_multifasciata,20.0,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cobitidae,Kichulchoia,,94,,
Kilyana_hendersoni,0.171,Pekar_etal_2021,0.0,Animalia,Arthropoda,Arachnida,Araneae,Zoropsidae,Kilyana,Kilyana hendersoni,99,,
Kinixys_belliana,1202.0,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Testudines,,Testudinidae,Kinixys,Kinixys belliana,99,,
Kinixys_lobatsiana,1202.0,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Testudines,,Testudinidae,Kinixys,Kinixys lobatsiana,99,,
Kinixys_natalensis,1202.0,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Testudines,,Testudinidae,Kinixys,Kinixys natalensis,99,,
Kinixys_nogueyi,1202.0,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Testudines,,Testudinidae,Kinixys,Kinixys nogueyi,99,,
Kinixys_spekii,640.0,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Testudines,,Testudinidae,Kinixys,Kinixys spekii,99,,
Kinixys_zombensis,1202.0,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Testudines,,Testudinidae,Kinixys,Kinixys zombensis,99,,
Kinosternon_acutum,49.16,rdataretriever-vertnet-reptiles,1.0,Animalia,Chordata,Testudines,,Kinosternidae,Kinosternon,Kinosternon acutum,99,,
Kinosternon_alamosae,145.0,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Testudines,,Kinosternidae,Kinosternon,Kinosternon alamosae,99,,
Kinosternon_arizonense,331.2,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Testudines,,Kinosternidae,Kinosternon,Kinosternon arizonense,99,,
Kinosternon_baurii,143.0,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Testudines,,Kinosternidae,Kinosternon,Kinosternon baurii,99,,
Kinosternon_durangoense,331.2,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Testudines,,Kinosternidae,Kinosternon,Kinosternon durangoense,99,,
Kinosternon_flavescens,274.9,Quaardvark-rdataretriever-amniote-life-hist_rdataretriever-vertnet-reptiles,3.0,Animalia,Chordata,Testudines,,Kinosternidae,Kinosternon,Kinosternon flavescens,99,,
Kinosternon_hirtipes,202.6,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Testudines,,Kinosternidae,Kinosternon,Kinosternon hirtipes,99,,
Kinosternon_integrum,380.5,rdataretriever-amniote-life-hist_rdataretriever-vertnet-reptiles,2.0,Animalia,Chordata,Testudines,,Kinosternidae,Kinosternon,Kinosternon integrum,99,,
Kinosternon_leucostomum,171.4,Cai_etal_2025-rdataretriever-vertnet-reptiles,2.0,Animalia,Chordata,Testudines,,Kinosternidae,Kinosternon,Kinosternon leucostomum,99,,
Kinosternon_scorpioides,266.0,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Testudines,,Kinosternidae,Kinosternon,Kinosternon scorpioides,99,,
Kinosternon_sonoriense,224.8,rdataretriever-amniote-life-hist_rdataretriever-vertnet-reptiles,2.0,Animalia,Chordata,Testudines,,Kinosternidae,Kinosternon,Kinosternon sonoriense,99,,
Kinosternon_subrubrum,135.1,rdataretriever-amniote-life-hist_rdataretriever-vertnet-reptiles,2.0,Animalia,Chordata,Testudines,,Kinosternidae,Kinosternon,Kinosternon subrubrum,99,,
Kinyongia_adolfifriderici,7.618,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Kinyongia,Kinyongia adolfifriderici,99,,
Kinyongia_asheorum,18.42,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Kinyongia,Kinyongia asheorum,99,,
Kinyongia_boehmei,21.28,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Kinyongia,Kinyongia boehmei,99,,
Kinyongia_carpenteri,33.52,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Kinyongia,Kinyongia carpenteri,99,,
Kinyongia_excubitor,11.42,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Kinyongia,Kinyongia excubitor,99,,
Kinyongia_fischeri,147.8,Meiri_2018-Feldman_etal_2016-Cai_etal_2025,3.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Kinyongia,Kinyongia fischeri,99,,
Kinyongia_gyrolepis,9.376,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Kinyongia,Kinyongia gyrolepis,99,,
Kinyongia_itombwensis,4.602,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Kinyongia,Kinyongia itombwensis,99,,
Kinyongia_magomberae,9.582,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Kinyongia,Kinyongia magomberae,99,,
Kinyongia_matschiei,77.29,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Kinyongia,Kinyongia matschiei,99,,
Kinyongia_msuyae,8.734,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Kinyongia,Kinyongia msuyae,99,,
Kinyongia_multituberculata,53.62,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Kinyongia,Kinyongia multituberculata,99,,
Kinyongia_oxyrhina,9.582,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Kinyongia,Kinyongia oxyrhina,99,,
Kinyongia_rugegensis,5.533,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Kinyongia,Kinyongia rugegensis,99,,
Kinyongia_tavetana,21.28,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Kinyongia,Kinyongia tavetana,99,,
Kinyongia_tenuis,8.884,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Kinyongia,Kinyongia tenuis,99,,
Kinyongia_tolleyae,7.637,Meiri_2018,1.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Kinyongia,Kinyongia tolleyae,99,,
Kinyongia_uluguruensis,18.99,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Kinyongia,Kinyongia uluguruensis,99,,
Kinyongia_uthmoelleri,18.99,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Kinyongia,Kinyongia uthmoelleri,99,,
Kinyongia_vanheygeni,7.587,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Kinyongia,Kinyongia vanheygeni,99,,
Kinyongia_vosseleri,36.78,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Kinyongia,Kinyongia vosseleri,99,,
Kinyongia_xenorhina,24.98,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Chamaeleonidae,Kinyongia,Kinyongia xenorhina,99,,
Kiotina,0.01032,Nakagawa_2014,,Animalia,Arthropoda,Insecta,Plecoptera,Perlidae,Kiotina,,92,,
Klais_guimeti,2.575,Wilman_etal_2014-rdataretriever-bird-size_rdataretriever-amniote-life-hist,3.0,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Klais,Klais guimeti,99,,
Kleidotoma_psiloides,2.17e-05,rdataretriever-predator-prey-body-ratio,1.0,Animalia,Arthropoda,Insecta,Hymenoptera,Figitidae,Kleidotoma,Kleidotoma psiloides,99,,
Knipolegus_aterrimus,19.94,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Knipolegus,Knipolegus aterrimus,99,,
Knipolegus_cabanisi,18.02,rdataretriever-amniote-life-hist,1.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Knipolegus,Knipolegus cabanisi,99,,
Knipolegus_cyanirostris,15.42,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Knipolegus,Knipolegus cyanirostris,99,,
Knipolegus_franciscanus,20.35,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Knipolegus,Knipolegus franciscanus,99,,
Knipolegus_hudsoni,13.91,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Knipolegus,Knipolegus hudsoni,99,,
Knipolegus_lophotes,31.85,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Knipolegus,Knipolegus lophotes,99,,
Knipolegus_nigerrimus,20.35,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Knipolegus,Knipolegus nigerrimus,99,,
Knipolegus_orenocensis,19.0,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Knipolegus,Knipolegus orenocensis,99,,
Knipolegus_poecilocercus,14.3,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Knipolegus,Knipolegus poecilocercus,99,,
Knipolegus_poecilurus,14.55,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Knipolegus,Knipolegus poecilurus,99,,
Knipolegus_signatus,17.91,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Knipolegus,Knipolegus signatus,99,,
Knipolegus_striaticeps,11.0,Wilman_etal_2014-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Knipolegus,Knipolegus striaticeps,99,,
Knodus_gamma,661.0,Bojsen_2005,,Animalia,Chordata,,Characiformes,Characidae,Knodus,Knodus gamma,99,,
Kobus_defassa,109800.0,Gillooly_etal_2016,1.0,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,Kobus ellipsiprymnus,98,Kobus ellipsiprymnus defassa,
Kobus_ellipsiprymnus,170200.0,Brown_etal_2018-Smith_2003-Faurby_etal_2018-Cai_etal_2025-Quaardvark-AnAge-rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist,9.0,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,Kobus ellipsiprymnus,99,,
Kobus_kob,78680.0,Brown_etal_2018-Smith_2003-Faurby_etal_2018-Quaardvark-AnAge-rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist,8.0,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,Kobus kob,99,,
Kobus_leche,87810.0,Brown_etal_2018-Smith_2003-Faurby_etal_2018-Cai_etal_2025-Quaardvark-AnAge-rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist,9.0,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,Kobus leche,99,,
Kobus_megaceros,71300.0,Brown_etal_2018-Smith_2003-Faurby_etal_2018-Quaardvark-AnAge-rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist,8.0,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,Kobus megaceros,99,,
Kobus_vardonii,72050.0,Smith_2003-Faurby_etal_2018-Quaardvark-rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist,6.0,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,Kobus vardonii,99,,
Kogia_breviceps,1257000.0,Smith_2003-Tucker_etal_2014a-Faurby_etal_2018-Cai_etal_2025-Quaardvark-AnAge-rdataretriever-mammal-life-hist_rdataretriever-pantheria_rdataretriever-amniote-life-hist,9.0,Animalia,Chordata,Mammalia,Cetacea,Kogiidae,Kogia,Kogia breviceps,99,,
Kogia_sima,187300.0,Smith_2003-Faurby_etal_2018-Cai_etal_2025-Quaardvark-rdataretriever-pantheria_rdataretriever-amniote-life-hist,6.0,Animalia,Chordata,Mammalia,Cetacea,Kogiidae,Kogia,Kogia sima,99,,
Kogia_simus,190200.0,rdataretriever-mammal-life-hist,1.0,Animalia,Chordata,Mammalia,Cetacea,Kogiidae,Kogia,Kogia sima,96,,
Kolekanos_plumicaudus,2.385,Meiri_2018-Feldman_etal_2016,2.0,Animalia,Chordata,Squamata,,Gekkonidae,Kolekanos,Kolekanos plumicauda,96,,
Kolopsis_watutense,300000.0,Smith_2003,1.0,Animalia,Chordata,Mammalia,Diprotodontia,Diprotodontidae,Kolopsis,,94,,
Kolpochoerus_majus,264500.0,Faurby_etal_2018,1.0,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Kolpochoerus,Koiropotamus majus,98,,
Kolpophis_annandalei,201.1,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Elapidae,Hydrophis,Hydrophis annandalei,98,,
Komodomys_rintjanus,128.6,Faurby_etal_2018-rdataretriever-amniote-life-hist,2.0,Animalia,Chordata,Mammalia,Rodentia,Muridae,Komodomys,Komodomys rintjanus,99,,
Kondakovia_longimana,688.7,rdataretriever-socean-diet-data,1.0,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Moroteuthopsis,Moroteuthopsis longimana,98,,
Konia_dikume,15.5,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Cichlidae,Konia,Konia dikume,99,,
Konosirus_punctatus,235.3,Cai_etal_2025-fishbase,2.0,Animalia,Chordata,,Clupeiformes,Clupeidae,Konosirus,Konosirus punctatus,99,,
Koreocobitis_naktongensis,14.4,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cobitidae,Koreocobitis,Koreocobitis naktongensis,99,,
Koreocobitis_rotundicaudata,29.7,Cai_etal_2025,1.0,Animalia,Chordata,,Cypriniformes,Cobitidae,Koreocobitis,Koreocobitis rotundicaudata,99,,
Koumansetta_hoesei,0.52,fishbase,1.0,Animalia,Chordata,,Perciformes,Gobiidae,Koumansetta,Koumansetta hoesei,99,,
Kraemeria_cunicularia,0.1,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Kraemeriidae,Kraemeria,Kraemeria cunicularia,99,,
Krefftichthys_anderssoni,3.196,fishbase; Froese_2014,,Animalia,Chordata,,Myctophiformes,Myctophidae,Krefftichthys,Krefftichthys anderssoni,99,,
Krobia_guianensis,27.9,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Cichlidae,Krobia,Krobia guianensis,99,,
Kronoheros_umbrifer,2779.0,fishbase,1.0,Animalia,Chordata,,Perciformes,Cichlidae,Kronoheros,Kronoheros umbrifer,99,,
Kryptolebias_hermaphroditus,11.0,Cai_etal_2025,1.0,Animalia,Chordata,,Cyprinodontiformes,Rivulidae,Kryptolebias,Kryptolebias hermaphroditus,99,,
Kryptolebias_marmoratus,2.1,Cai_etal_2025,1.0,Animalia,Chordata,,Cyprinodontiformes,Rivulidae,Kryptolebias,Kryptolebias marmoratus,99,,
Kryptopterus_bicirrhis,19.9,Cai_etal_2025,1.0,Animalia,Chordata,,Siluriformes,Siluridae,Kryptopterus,Kryptopterus bicirrhis,99,,
Kualatahan_pahangensis,5.5,Feldman_etal_2016,1.0,Animalia,Chordata,Squamata,,Homalopsidae,Kualatahan,Kualatahan pahangensis,99,,
Kuhlia_mugil,870.9,Cai_etal_2025,1.0,Animalia,Chordata,,Perciformes,Kuhliidae,Kuhlia,Kuhlia mugil,99,,
Kuhlia_rupestris,2400.0,fishbase,1.0,Animalia,Chordata,,Perciformes,Kuhliidae,Kuhlia,Kuhlia rupestris,99,,
Kuhlia_sandvicensis,30.0,Killen_etal_2016,1.0,Animalia,Chordata,,Perciformes,Kuhliidae,Kuhlia,Kuhlia sandvicensis,99,,
Kunsia_fronto,168.0,Smith_2003-Faurby_etal_2018-rdataretriever-pantheria_rdataretriever-amniote-life-hist,4.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Kunsia,Kunsia fronto,99,,
Kunsia_tomentosus,115.6,Smith_2003-Faurby_etal_2018-rdataretriever-pantheria_rdataretriever-amniote-life-hist,4.0,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Kunsia,Kunsia tomentosus,99,,
Kupeornis_chapini,50.0,Wilman_etal_2014,1.0,Animalia,Chordata,Aves,Passeriformes,Leiothrichidae,Kupeornis,Kupeornis chapini,99,,
