mass_g,kingdom,phylum,class,order,family,genus,species
30.81,Animalia,Chordata,Aves,Passeriformes,Mimidae,Dumetella,Dumetella carolinensis
12.9,Animalia,Chordata,Aves,Passeriformes,Timaliidae,Dumetia,Dumetia hyperythra
6.4,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Dunckerocampus,Dunckerocampus dactyliophorus
691.6,Animalia,Chordata,Actinopteri,Siluriformes,Pimelodidae,Duopalatinus,Duopalatinus emarginatus
321.0,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Dupetor,Dupetor flavicollis
40360.0,Animalia,Chordata,Mammalia,Carnivora,Canidae,Dusicyon,Dusicyon australis
13000.0,Animalia,Chordata,Mammalia,Carnivora,Canidae,Dusicyon,Dusicyon avus
27.61,Animalia,Chordata,Amphibia,Anura,Bufonidae,Duttaphrynus,Duttaphrynus melanostictus
85.77,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Dyacopterus,Dyacopterus brooksi
83.81,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Dyacopterus,Dyacopterus spadiceus
15.94,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Dymecodon,Dymecodon pilirostris
64.4,Animalia,Chordata,Actinopteri,Perciformes,Chiasmodontidae,Dysalotus,Dysalotus alcocki
20.28,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus leucostictus
14.99,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus mentalis
16.16,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus occidentalis
20.5,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus plumbeus
14.9,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus puncticeps
16.16,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus stictothorax
16.16,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus xanthopterus
181.8,Animalia,Chordata,Actinopteri,Anguilliformes,Synaphobranchidae,Dysomma,Dysomma anguillare
57.43,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Dytaster,Dytaster grandis
30.0,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscus,Dytiscus marginalis
0.4,Animalia,Arthropoda,Malacostraca,Decapoda,Leucosiidae,Ebalia,Ebalia cranchii
1.719,Animalia,Chordata,Squamata,Squamata,Gekkonidae,Ebenavia,Ebenavia inunguis
347.0,Animalia,Chordata,Teleostei,Anguilliformes,Ophichthidae,Echelus,Echelus myrus
820.9,Animalia,Chordata,Actinopteri,Perciformes,Echeneidae,Echeneis,Echeneis naucrates
81.83,Animalia,Chordata,Teleostei,Anguilliformes,Muraenidae,Echidna,Echidna catenata
166.2,Animalia,Chordata,Actinopteri,Perciformes,Trachinidae,Echiichthys,Echiichthys vipera
635.0,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Echimys,Echimys chrysurus
626.9,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Echimys,Echimys saturnus
260.8,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Echimys,Echimys semivillosus
509.8,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Echimys,Echimys vieirai
44.2,Animalia,Chordata,Squamata,Squamata,Colubridae,Echinanthera,Echinanthera amoena
38.9,Animalia,Chordata,Squamata,Squamata,Colubridae,Echinanthera,Echinanthera cephalomaculata
42.3,Animalia,Chordata,Squamata,Squamata,Colubridae,Echinanthera,Echinanthera cephalostriata
86.9,Animalia,Chordata,Squamata,Squamata,Colubridae,Echinanthera,Echinanthera melanostigma
44.4,Animalia,Chordata,Squamata,Squamata,Colubridae,Echinanthera,Echinanthera undulata
17.5,Animalia,Echinodermata,Echinoidea,Echinolampadacea,Echinarachniidae,Echinarachnius,Echinarachnius parma
831.8,Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,Echinoprocta,Echinoprocta rufescens
139.9,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Echinops,Echinops telfairi
76.0,Animalia,Chordata,Elasmobranchii,Squaliformes,Echinorhinidae,Echinorhinus,Echinorhinus brucus
11.72,Animalia,Chordata,Squamata,Squamata,Gymnophthalmidae,Echinosaura,Echinosaura brachycephala
12.76,Animalia,Chordata,Squamata,Squamata,Gymnophthalmidae,Echinosaura,Echinosaura keyi
13.3,Animalia,Chordata,Squamata,Squamata,Gymnophthalmidae,Echinosaura,Echinosaura orcesi
7.071,Animalia,Chordata,Squamata,Squamata,Gymnophthalmidae,Echinosaura,Echinosaura palmeri
8.189,Animalia,Chordata,Squamata,Squamata,Gymnophthalmidae,Echinosaura,Echinosaura panamensis
1.51,Animalia,Chordata,Squamata,Squamata,Gymnophthalmidae,Rheosaurus,Rheosaurus sulcarostrum
0.182,Animalia,Echinodermata,Echinoidea,Holasteroida,Pourtalesiidae,Echinosigra,Echinosigra phiale
860.0,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Echinosorex,Echinosorex gymnura
30.0,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Echinotriton,Echinotriton andersoni
34.2,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Echinotriton,Echinotriton chinhaiensis
122.3,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinidae,Gracilechinus,Gracilechinus acutus
8.43,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinidae,Gracilechinus,Gracilechinus affinis
8.2,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinidae,Gracilechinus,Gracilechinus elegans
411.3,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinidae,Echinus,Echinus esculentus
77.9,Animalia,Chordata,Squamata,Squamata,Elapidae,Echiopsis,Echiopsis curta
260.9,Animalia,Chordata,Mammalia,Rodentia,Muridae,Echiothrix,Echiothrix centrosa
267.3,Animalia,Chordata,Mammalia,Rodentia,Muridae,Echiothrix,Echiothrix leucura
93.9,Animalia,Chordata,Squamata,Squamata,Viperidae,Echis,Echis borkini
207.2,Animalia,Chordata,Squamata,Squamata,Viperidae,Echis,Echis carinatus
383.6,Animalia,Chordata,Squamata,Squamata,Viperidae,Echis,Echis coloratus
324.8,Animalia,Chordata,Squamata,Squamata,Viperidae,Echis,Echis hughesi
15.7,Animalia,Chordata,Squamata,Squamata,Viperidae,Echis,Echis jogeri
117.9,Animalia,Chordata,Squamata,Squamata,Viperidae,Echis,Echis khosatzkii
244.8,Animalia,Chordata,Squamata,Squamata,Viperidae,Echis,Echis leucogaster
96.4,Animalia,Chordata,Squamata,Squamata,Viperidae,Echis,Echis megalocephalus
272.3,Animalia,Chordata,Squamata,Squamata,Viperidae,Echis,Echis omanensis
233.4,Animalia,Chordata,Squamata,Squamata,Viperidae,Echis,Echis pyramidum
1217.0,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Echymipera,Echymipera clara
905.7,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Echymipera,Echymipera davidi
1068.0,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Echymipera,Echymipera echinista
723.9,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Echymipera,Echymipera kalubu
1100.0,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Echymipera,Echymipera rufescens
491.3,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eclectus,Eclectus roratus
1.684,Animalia,Chordata,Squamata,Squamata,Gymnophthalmidae,Ecpleopus,Ecpleopus gaudichaudii
1.35,Animalia,Chordata,Actinopteri,Perciformes,Blenniidae,Ecsenius,Ecsenius frontalis
0.68,Animalia,Chordata,Actinopteri,Perciformes,Blenniidae,Ecsenius,Ecsenius nalolo
5.676,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Ectophylla,Ectophylla alba
319.3,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ectopistes,Ectopistes migratorius
2.663e-05,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Edaphus,Edaphus lederi
62.8,Animalia,Chordata,Aves,Passeriformes,Campephagidae,Coracina,Coracina coerulescens
194.0,Animalia,Mollusca,Bivalvia,Cardiida,Donacidae,Galatea,Galatea paradoxa
347.0,Animalia,Chordata,Squamata,Squamata,Scincidae,Egernia,Egernia cunninghami
36.22,Animalia,Chordata,Squamata,Squamata,Scincidae,Egernia,Egernia cygnitos
30.48,Animalia,Chordata,Squamata,Squamata,Scincidae,Egernia,Egernia depressa
91.82,Animalia,Chordata,Squamata,Squamata,Scincidae,Egernia,Egernia douglasi
29.29,Animalia,Chordata,Squamata,Squamata,Scincidae,Egernia,Egernia eos
29.29,Animalia,Chordata,Squamata,Squamata,Scincidae,Egernia,Egernia epsisolus
26.79,Animalia,Chordata,Squamata,Squamata,Scincidae,Egernia,Egernia formosa
143.6,Animalia,Chordata,Squamata,Squamata,Scincidae,Egernia,Egernia hosmeri
369.3,Animalia,Chordata,Squamata,Squamata,Scincidae,Egernia,Egernia kingii
54.08,Animalia,Chordata,Squamata,Squamata,Scincidae,Egernia,Egernia napoleonis
39.82,Animalia,Chordata,Squamata,Squamata,Scincidae,Egernia,Egernia pilbarensis
25.2,Animalia,Chordata,Squamata,Squamata,Scincidae,Egernia,Egernia richardi
286.9,Animalia,Chordata,Squamata,Anura,Scincidae,Egernia,Egernia rugosa
216.6,Animalia,Chordata,Squamata,Squamata,Scincidae,Egernia,Egernia stokesii
37.4,Animalia,Chordata,Squamata,Squamata,Scincidae,Egernia,Egernia striolata
25.1,Animalia,Chordata,Squamata,Squamata,Scincidae,Liopholis,Liopholis whitii
